Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-01-22,1818.38,1822.02,1804.86,1822.02,3265352
2013-01-23,1818.69,1819.73,1813.8,1819.73,7071762
2013-01-24,1809.13,1809.13,1793.72,1794.79,6695770
2013-01-25,1801.51,1822.52,1801.51,1818.33,5014113
2013-01-28,1804.74,1824.81,1804.74,1811.61,2807004
2013-01-29,1829.12,1829.12,1804.79,1804.79,1634361
2013-01-30,1805.84,1825.5,1804.16,1825.5,3829392
2013-01-31,1808.52,1817.11,1806.17,1817.11,3840117
2013-02-01,1813.21,1834.26,1813.21,1834.26,6614474
2013-02-04,1823.46,1823.46,1811.81,1819.69,3801419
2013-02-05,1801.4,1801.4,1784.5,1784.5,4921538
2013-02-06,1781.2,1791.75,1779.66,1779.66,6439014
2013-02-07,1763.79,1763.79,1758.77,1758.77,3407429
2013-02-08,1759.48,1769.71,1755.02,1769.71,3171773
2013-02-11,1775.61,1775.61,1762.4,1762.4,2066923
2013-02-12,1751.12,1785.06,1751.12,1785.06,4510038
2013-02-13,1779.19,1780.69,1779.19,1780.69,7469739
2013-02-14,1769.71,1783.79,1769.71,1783.79,3755910
2013-02-15,1775.45,1804.96,1775.45,1804.96,5565196
2013-02-18,1808.2,1814.39,1807.2,1814.39,3653460
2013-02-19,1817.82,1821.72,1814.11,1821.72,11401682
2013-02-20,1816.84,1820.14,1809.28,1809.28,4718943
2013-02-21,1795.41,1812.57,1795.41,1812.57,3198205
2013-02-22,1827.8,1827.8,1826.17,1826.84,3384545
2013-02-25,1824.62,1850.28,1824.62,1850.28,2683975
2013-02-26,1838.79,1842.56,1831.29,1831.29,4751855
2013-02-27,1846.85,1849.17,1846.85,1848.22,1836371
2013-02-28,1869.71,1869.71,1861.87,1866.67,2015331
2013-03-01,1869.38,1880.65,1869.38,1880.05,2949962
2013-03-04,1869.11,1870.04,1857.57,1870.04,1872855
2013-03-05,1869.6,1869.6,1867.76,1867.84,2018809
2013-03-06,1867.35,1867.35,1843.37,1848.5,4898812
2013-03-07,1851.41,1870.22,1851.41,1870.22,1986559
2013-03-08,1868.79,1871.59,1868.05,1871.59,11405986
2013-03-11,1868.07,1873.37,1868.07,1873.37,5766907
2013-03-12,1865.86,1865.86,1858.95,1865.43,5300419
2013-03-13,1854.56,1864.62,1854.56,1864.62,3494236
2013-03-14,1852.34,1852.34,1844.35,1848.14,4092471
2013-03-15,1843.83,1849.89,1843.83,1849.89,7031126
2013-03-18,1832.91,1834.95,1825.91,1834.95,2513762
2013-03-19,1793.25,1794.48,1793.25,1794.48,17840688
2013-03-20,1780.43,1801.52,1780.43,1801.52,9503300
2013-03-21,1789.77,1789.77,1769.42,1769.42,12352675
2013-03-22,1741.19,1741.19,1704.45,1707.83,17667761
2013-03-25,1694.04,1694.04,1660.44,1660.44,16255789
2013-03-26,1644.83,1648.36,1620.56,1648.36,21596546
2013-03-27,1646.58,1653.1,1637.64,1653.1,14105356
2013-03-28,1662.78,1677.23,1662.78,1677.23,23065449
2013-04-02,1662.52,1662.52,1656.4,1656.4,7045111
2013-04-03,1637.33,1637.33,1620.82,1620.82,10671268
2013-04-04,1609.83,1609.83,1588.07,1588.07,11366223
2013-04-05,1601.01,1601.01,1580.05,1585,7111164
2013-04-08,1585.62,1585.62,1582.53,1584.03,7926917
2013-04-09,1579.38,1604.49,1579.38,1600.11,16906507
2013-04-10,1606.8,1610.85,1606.8,1609.16,10073246
2013-04-11,1620.41,1647.89,1609.86,1647.89,5684253
2013-04-12,1608.4,1608.4,1600.43,1602.65,5908878
2013-04-15,1609.49,1609.49,1590.14,1590.14,2900931
2013-04-17,1564.1,1578.3,1564.1,1578.3,8808530
2013-04-18,1576.59,1582.9,1575.82,1582.9,9160212
2013-04-19,1552.9,1552.9,1551.7,1551.7,5350112
2013-04-22,1560.5,1573.77,1560.5,1572.53,2806324
2013-04-23,1565.05,1577.62,1546.88,1577.62,1406580
2013-04-24,1558.64,1572.17,1558.64,1568.91,2640250
2013-04-25,1570.9,1585.88,1570.9,1578.9,2209523
2013-04-26,1593.58,1596.82,1567.21,1567.21,904920
2013-04-29,1566.12,1568.48,1566.12,1568.27,2179996
2013-04-30,1563.94,1577.58,1563.94,1577.58,4915129
2013-05-02,1600.89,1600.89,1590.35,1593.5,2610044
2013-05-06,1598.17,1610.11,1592.53,1610.11,4653211
2013-05-07,1619.74,1625.69,1618.85,1618.85,6703221
2013-05-08,1606.5,1640.06,1606.5,1640.06,4409248
2013-05-09,1641.91,1641.91,1638.3,1640.84,2769047
2013-05-10,1630.47,1630.47,1620.45,1627.28,2591726
2013-05-13,1633.46,1680.51,1633.46,1680.51,16241096
2013-05-14,1663.68,1669.79,1656.95,1669.79,8192543
2013-05-15,1637.58,1662.38,1637.58,1662.38,3255062
2013-05-16,1660.41,1668.63,1653.69,1668.63,6065241
2013-05-17,1714.12,1720.89,1695.81,1720.89,20210986
2013-05-20,1722.5,1722.5,1718.98,1720.79,9251146
2013-05-21,1713.42,1715.41,1706.22,1715.41,3558985
2013-05-22,1719.29,1721.17,1716.61,1721.17,1977189
2013-05-23,1693.58,1701.68,1693.58,1700.24,3311636
2013-05-24,1703.59,1719.75,1703.59,1717.23,7814147
2013-05-27,1732.19,1770.93,1732.19,1770.93,16148481
2013-05-28,1805.6,1805.6,1794.53,1794.53,7709396
2013-05-29,1778.09,1826.11,1778.09,1826.11,21817857
2013-05-31,1819.16,1832.7,1815.59,1832.7,12403135
2013-06-03,1794.33,1799.74,1794.33,1796.86,11577693
2013-06-04,1817.11,1817.11,1807.51,1812.04,3655068
2013-06-05,1837.63,1846.56,1835.54,1846.56,5889983
2013-06-06,1853.93,1856.88,1853.93,1856.88,25746753
2013-06-07,1842.06,1849.9,1842.06,1849.9,10466577
2013-06-10,1853.4,1856.85,1850.03,1856.85,6476671
2013-06-11,1856.39,1866.45,1856.39,1866.45,8915565
2013-06-12,1887.37,1901.79,1887.37,1901.79,11983940
2013-06-13,1906.13,1913.84,1906.13,1913.84,8789703
2013-06-14,1911.22,1919.03,1911.22,1917.53,5628754
2013-06-17,1907.69,1911.93,1904.47,1911.93,5358727
2013-06-18,1910.02,1917.62,1910.02,1917.62,4389046
2013-06-19,1919.26,1923.19,1918.56,1923.19,7136744
2013-06-20,1898.11,1901.74,1891.03,1891.03,13488287
2013-06-21,1871.83,1879.16,1871.83,1879.16,9221807
2013-06-24,1878.3,1899.94,1878.3,1899.94,3777110
2013-06-25,1904.93,1919.7,1904.93,1919.7,2898179
2013-06-26,1902.37,1923.12,1902.37,1923.12,5241132
2013-06-27,1900.02,1900.02,1881.18,1881.89,6318258
2013-06-28,1829.54,1851.41,1822,1851.41,22395325
2013-07-01,1819.72,1835.7,1812.03,1835.7,115913884
2013-07-02,1820.66,1831.78,1820.66,1831.78,68971498
2013-07-03,1830.39,1830.39,1823.41,1823.41,31653800
2013-07-04,1813,1818.75,1802.62,1818.75,22999551
2013-07-05,1818.22,1818.22,1805.32,1805.32,35373779
2013-07-08,1770.99,1772.47,1768.95,1768.95,7020418
2013-07-09,1767.66,1782.4,1759.07,1782.4,14226164
2013-07-10,1787.72,1817.53,1777.01,1817.53,3201298
2013-07-11,1827.01,1827.01,1797.39,1810.46,11485327
2013-07-12,1809.95,1837.14,1809.95,1837.14,3554756
2013-07-15,1829.97,1829.97,1814.28,1814.28,9448435
2013-07-16,1824.95,1832.76,1823.37,1823.37,11617916
2013-07-17,1824.77,1824.77,1818.62,1818.62,26766919
2013-07-18,1792.69,1819.97,1792.69,1819.97,5951230
2013-07-19,1810.39,1818.57,1810.39,1818.57,9164810
2013-07-22,1800.33,1824.4,1800.33,1824.4,3780618
2013-07-23,1817.1,1824.74,1817.1,1824.74,13031116
2013-07-24,1825.53,1835.56,1825.53,1835.56,9748445
2013-07-25,1826.32,1829.12,1825.42,1829.12,2375175
2013-07-26,1838.87,1838.87,1830.71,1830.71,4280113
2013-07-29,1830.17,1842,1823.47,1842,2372734
2013-07-30,1833.74,1839.88,1830.84,1839.88,2714818
2013-07-31,1829.25,1831.05,1827.74,1831.05,15138801
2013-08-01,1821.08,1833.93,1808.9,1808.9,12619921
2013-08-02,1858.91,1865.67,1853.85,1853.85,33323481
2013-08-05,1868.74,1868.74,1864.81,1867.91,16406021
2013-08-06,1863.72,1866.84,1863.72,1866.84,11488988
2013-08-07,1872.19,1881.25,1869.75,1881.25,16240006
2013-08-08,1886.6,1886.72,1885.2,1886.72,14300796
2013-08-09,1878.96,1893.84,1878.96,1893.84,9508001
2013-08-12,1901.79,1919.56,1901.79,1919.56,23122082
2013-08-13,1908.95,1936.51,1908.95,1936.51,24392013
2013-08-14,1938.3,1965.55,1938.3,1962.38,16895989
2013-08-16,1953.63,1966.79,1952.21,1966.79,3774257
2013-08-19,1953.65,1953.65,1944.31,1945.7,13157429
2013-08-20,1901.68,1917.73,1901.68,1917.73,5145156
2013-08-21,1924.45,1924.45,1916.46,1916.46,5814689
2013-08-22,1920.59,1920.59,1919.07,1919.07,5170851
2013-08-23,1925.65,1931.18,1925.65,1931.18,18871579
2013-08-26,1938.81,1938.81,1930.4,1930.4,8601177
2013-08-27,1911.89,1913.19,1906.94,1906.94,15621689
2013-08-28,1895.22,1895.22,1892.39,1893.65,10846833
2013-08-29,1896.68,1898.85,1896.68,1898.85,15203851
2013-08-30,1897.74,1897.74,1888.09,1888.37,7159258
2013-09-02,1879.56,1880.18,1867.21,1867.21,19732447
2013-09-03,1865.64,1867.99,1863.87,1863.87,60897650
2013-09-04,1860.94,1860.94,1824.69,1824.69,25361844
2013-09-05,1810.18,1810.18,1741.53,1761.23,26013213
2013-09-06,1792.05,1820.13,1792.05,1820.13,6240478
2013-09-09,1823.09,1848.42,1823.09,1848.42,6436950
2013-09-10,1896.24,1921.5,1896.24,1921.5,45886179
2013-09-11,1926.15,1935.28,1926.15,1935.28,51785934
2013-09-12,1954.48,1981.13,1954.48,1981.13,23275666
2013-09-13,1972.52,1986.17,1972.52,1986.17,28183680
2013-09-16,1988.35,1997.16,1988.35,1997.16,11088190
2013-09-17,1972.56,1994.79,1972.56,1994.79,9604676
2013-09-18,1990.62,1991.42,1985.11,1985.11,7579962
2013-09-19,2005.7,2005.7,2000.89,2000.89,14838880
2013-09-20,1993.87,2006.7,1993.87,2005,13179563
2013-09-23,2001.67,2001.67,1987.34,1988.08,7444729
2013-09-24,1991.92,1991.92,1972.58,1972.58,5264721
2013-09-25,1973.62,1982.18,1973.62,1979.81,22583598
